country,purpose,type,purpose_type,values,date
China,exhinbition,Short-term_visitor,arrival,9,28/02/2022
China,exhinbition,total,,16,28/02/2022
China,holiday,Long-term_resident,return,26,28/02/2022
China,holiday,Long-term_visitor,arrival,6,28/02/2022
China,holiday,Short-term_resident,return,120,28/02/2022
China,holiday,Short-term_visitor,arrival,64,28/02/2022
China,holiday,total,,217,28/02/2022
China,other,Long-term_resident,departure,214,28/02/2022
China,other,Long-term_resident,return,84,28/02/2022
China,other,Long-term_visitor,arrival,63,28/02/2022
China,other,Long-term_visitor,departure,1027,28/02/2022
China,other,Settler_arrival,,516,28/02/2022
China,other,Short-term_resident,departure,1221,28/02/2022
China,other,Short-term_resident,return,91,28/02/2022
China,other,Short-term_visitor,arrival,282,28/02/2022
China,other,Short-term_visitor,departure,350,28/02/2022
China,other,total,,3848,28/02/2022
China,visit,Long-term_resident,return,187,28/02/2022
China,visit,Long-term_visitor,arrival,116,28/02/2022
China,visit,Short-term_resident,return,350,28/02/2022
China,visit,Short-term_visitor,arrival,786,28/02/2022
China,visit,total,,1439,28/02/2022
NewZealand,visit,Long-term_resident,return,386,28/02/2022
NewZealand,visit,Long-term_visitor,arrival,47,28/02/2022
NewZealand,visit,Short-term_resident,return,1732,28/02/2022
NewZealand,visit,Short-term_visitor,arrival,2962,28/02/2022
NewZealand,visit,total,,5127,28/02/2022
NewZealand,other,Long-term_resident,departure,453,28/02/2022
NewZealand,other,Long-term_resident,return,349,28/02/2022
NewZealand,other,Long-term_visitor,arrival,47,28/02/2022
NewZealand,other,Settler_arrival,,634,28/02/2022
NewZealand,other,Short-term_resident,departure,2343,28/02/2022
NewZealand,other,Short-term_resident,return,258,28/02/2022
NewZealand,other,Short-term_visitor,arrival,251,28/02/2022
NewZealand,other,Short-term_visitor,departure,2198,28/02/2022
NewZealand,other,total,,6534,28/02/2022
NewZealand,holiday,Long-term_resident,return,25,28/02/2022
NewZealand,holiday,Long-term_visitor,arrival,7,28/02/2022
NewZealand,holiday,Short-term_resident,return,606,28/02/2022
NewZealand,holiday,Short-term_visitor,arrival,258,28/02/2022
NewZealand,holiday,total,,896,28/02/2022
NewZealand,exhibition,Long-term_resident,return,2,28/02/2022
NewZealand,exhibition,Long-term_visitor,arrival,0,28/02/2022
NewZealand,exhibition,Short-term_resident,return,1,28/02/2022
NewZealand,exhibition,Short-term_visitor,arrival,3,28/02/2022
NewZealand,exhibition,total,,6,28/02/2022
NewZealand,employment,Long-term_resident,return,453,28/02/2022
NewZealand,employment,Long-term_visitor,arrival,111,28/02/2022
NewZealand,employment,Short-term_resident,return,205,28/02/2022
NewZealand,employment,Short-term_visitor,arrival,338,28/02/2022
NewZealand,employment,total,,1107,28/02/2022
NewZealand,education,Long-term_resident,return,137,28/02/2022
NewZealand,education,Long-term_visitor,arrival,181,28/02/2022
NewZealand,education,Short-term_resident,return,81,28/02/2022
NewZealand,education,Short-term_visitor,arrival,291,28/02/2022
NewZealand,education,total,,689,28/02/2022
NewZealand,convention,Long-term_resident,return,2,28/02/2022
NewZealand,convention,Long-term_visitor,arrival,1,28/02/2022
NewZealand,convention,Short-term_resident,return,26,28/02/2022
NewZealand,convention,Short-term_visitor,arrival,26,28/02/2022
NewZealand,convention,total,,55,28/02/2022
NewZealand,business,Long-term_resident,return,28,28/02/2022
NewZealand,business,Long-term_visitor,arrival,1,28/02/2022
NewZealand,business,Short-term_resident,return,193,28/02/2022
NewZealand,business,Short-term_visitor,arrival,437,28/02/2022
NewZealand,business,total,,658,28/02/2022
NewZealand,Long-term_resident,departure,,453,28/02/2022
NewZealand,Long-term_resident,return,,1382,28/02/2022
NewZealand,Long-term_visitor,arrival,,395,28/02/2022
NewZealand,Settler_arrival,,,634,28/02/2022
NewZealand,Short-term_resident,departure,,2343,28/02/2022
NewZealand,Short-term_resident,return,,3101,28/02/2022
NewZealand,Short-term_visitor,arrival,,4566,28/02/2022
NewZealand,Short-term_visitor,departure,,2198,28/02/2022
NewZealand,total,,,15071,28/02/2022
UK,Long-term_resident,departure,,309,28/02/2022
UK,Long-term_resident,return,,199,28/02/2022
UK,Long-term_visitor,arrival,,845,28/02/2022
UK,Long-term_visitor,departure,,914,28/02/2022
UK,Settler_arrival,,,356,28/02/2022
UK,Short-term_resident,departure,,2389,28/02/2022
UK,Short-term_resident,return,,2026,28/02/2022
UK,Short-term_visitor,arrival,,11489,28/02/2022
UK,Short-term_visitor,departure,,6093,28/02/2022
UK,total,,,24620,28/02/2022
UK,business,Long-term_resident,return,7,28/02/2022
UK,business,Long-term_visitor,arrival,24,28/02/2022
UK,business,Short-term_resident,return,145,28/02/2022
UK,business,Short-term_visitor,arrival,644,28/02/2022
UK,business,total,,820,28/02/2022
UK,convention,Long-term_resident,return,0,28/02/2022
UK,convention,Long-term_visitor,arrival,0,28/02/2022
UK,convention,Short-term_resident,return,20,28/02/2022
UK,convention,Short-term_visitor,arrival,40,28/02/2022
UK,convention,total,,60,28/02/2022
UK,education,Long-term_resident,return,4,28/02/2022
UK,education,Long-term_visitor,arrival,168,28/02/2022
UK,education,Short-term_resident,return,7,28/02/2022
UK,education,Short-term_visitor,arrival,123,28/02/2022
UK,education,total,,302,28/02/2022
UK,employment,Long-term_resident,return,35,28/02/2022
UK,employment,Long-term_visitor,arrival,334,28/02/2022
UK,employment,Short-term_resident,return,101,28/02/2022
UK,employment,Short-term_visitor,arrival,516,28/02/2022
UK,employment,total,,987,28/02/2022
UK,exhibition,Long-term_visitor,arrival,0,28/02/2022
UK,exhibition,Short-term_resident,return,1,28/02/2022
UK,exhibition,Short-term_visitor,arrival,3,28/02/2022
UK,exhibition,total,,4,28/02/2022
UK,holiday,Long-term_resident,return,7,28/02/2022
UK,holiday,Long-term_visitor,arrival,77,28/02/2022
UK,holiday,Short-term_resident,return,290,28/02/2022
UK,holiday,Short-term_visitor,arrival,723,28/02/2022
UK,holiday,total,,1097,28/02/2022
UK,other,Long-term_resident,departure,309,28/02/2022
UK,other,Long-term_resident,return,39,28/02/2022
UK,other,Long-term_visitor,arrival,101,28/02/2022
UK,other,Long-term_visitor,departure,914,28/02/2022
UK,other,Settler_arrival,,356,28/02/2022
UK,other,Short-term_resident,departure,2389,28/02/2022
UK,other,Short-term_resident,return,108,28/02/2022
UK,other,Short-term_visitor,arrival,224,28/02/2022
UK,other,Short-term_visitor,departure,6093,28/02/2022
UK,other,total,,10534,28/02/2022
UK,visit,Long-term_resident,return,107,28/02/2022
UK,visit,Long-term_visitor,arrival,141,28/02/2022
UK,visit,Short-term_resident,return,1353,28/02/2022
UK,visit,Short-term_visitor,arrival,9214,28/02/2022
UK,visit,total,,10816,28/02/2022
France,Long-term_resident,departure,,28,28/02/2022
France,Long-term_resident,return,,13,28/02/2022
France,Long-term_visitor,arrival,,234,28/02/2022
France,Long-term_visitor,departure,,312,28/02/2022
France,Settler_arrival,,,45,28/02/2022
France,Short-term_resident,departure,,181,28/02/2022
France,Short-term_resident,return,,184,28/02/2022
France,Short-term_visitor,arrival,,1993,28/02/2022
France,Short-term_visitor,departure,,902,28/02/2022
France,total,,,3892,28/02/2022
France,business,Long-term_resident,return,0,28/02/2022
France,business,Long-term_visitor,arrival,9,28/02/2022
France,business,Short-term_resident,return,14,28/02/2022
France,business,Short-term_visitor,arrival,206,28/02/2022
France,business,total,,229,28/02/2022
France,convention,Long-term_resident,return,0,28/02/2022
France,convention,Long-term_visitor,arrival,0,28/02/2022
France,convention,Short-term_resident,return,2,28/02/2022
France,convention,Short-term_visitor,arrival,11,28/02/2022
France,convention,total,,13,28/02/2022
France,education,Long-term_resident,return,0,28/02/2022
France,education,Long-term_visitor,arrival,76,28/02/2022
France,education,Short-term_resident,return,2,28/02/2022
France,education,Short-term_visitor,arrival,134,28/02/2022
France,education,total,,212,28/02/2022
France,employment,Long-term_resident,return,1,28/02/2022
France,employment,Long-term_visitor,arrival,76,28/02/2022
France,employment,Short-term_resident,return,17,28/02/2022
France,employment,Short-term_visitor,arrival,233,28/02/2022
France,employment,total,,327,28/02/2022
France,exhibition,Long-term_visitor,arrival,0,28/02/2022
France,exhibition,Short-term_visitor,arrival,1,28/02/2022
France,exhibition,total,,1,28/02/2022
France,holiday,Long-term_resident,return,1,28/02/2022
France,holiday,Long-term_visitor,arrival,34,28/02/2022
France,holiday,Short-term_resident,return,18,28/02/2022
France,holiday,Short-term_visitor,arrival,427,28/02/2022
France,holiday,total,,480,28/02/2022
France,other,Long-term_resident,departure,28,28/02/2022
France,other,Long-term_resident,return,4,28/02/2022
France,other,Long-term_visitor,arrival,20,28/02/2022
France,other,Long-term_visitor,departure,312,28/02/2022
France,other,Settler_arrival,,45,28/02/2022
France,other,Short-term_resident,departure,181,28/02/2022
France,other,Short-term_resident,return,11,28/02/2022
France,other,Short-term_visitor,arrival,136,28/02/2022
France,other,Short-term_visitor,departure,902,28/02/2022
France,other,total,,1640,28/02/2022
France,visit,Long-term_resident,return,7,28/02/2022
France,visit,Long-term_visitor,arrival,19,28/02/2022
France,visit,Short-term_resident,return,121,28/02/2022
France,visit,Short-term_visitor,arrival,844,28/02/2022
France,visit,total,,991,28/02/2022
India,Long-term_resident,departure,,499,28/02/2022
India,Long-term_resident,return,,523,28/02/2022
India,Long-term_visitor,arrival,,7760,28/02/2022
India,Long-term_visitor,departure,,6901,28/02/2022
India,Settler_arrival,,,1033,28/02/2022
India,Short-term_resident,departure,,4963,28/02/2022
India,Short-term_resident,return,,6274,28/02/2022
India,Short-term_visitor,arrival,,11546,28/02/2022
India,Short-term_visitor,departure,,1328,28/02/2022
India,total,,,40827,28/02/2022
India,business,Long-term_resident,return,18,28/02/2022
India,business,Long-term_visitor,arrival,23,28/02/2022
India,business,Short-term_resident,return,56,28/02/2022
India,business,Short-term_visitor,arrival,139,28/02/2022
India,business,total,,236,28/02/2022
India,convention,Long-term_resident,return,5,28/02/2022
India,convention,Long-term_visitor,arrival,32,28/02/2022
India,convention,Short-term_resident,return,27,28/02/2022
India,convention,Short-term_visitor,arrival,320,28/02/2022
India,convention,total,,384,28/02/2022
India,education,Long-term_resident,return,40,28/02/2022
India,education,Long-term_visitor,arrival,4787,28/02/2022
India,education,Short-term_resident,return,140,28/02/2022
India,education,Short-term_visitor,arrival,1518,28/02/2022
India,education,total,,6485,28/02/2022
India,employment,Long-term_resident,return,111,28/02/2022
India,employment,Long-term_visitor,arrival,1122,28/02/2022
India,employment,Short-term_resident,return,1081,28/02/2022
India,employment,Short-term_visitor,arrival,1004,28/02/2022
India,employment,total,,3319,28/02/2022
India,exhibition,Long-term_resident,return,0,28/02/2022
India,exhibition,Long-term_visitor,arrival,10,28/02/2022
India,exhibition,Short-term_resident,return,3,28/02/2022
India,exhibition,Short-term_visitor,arrival,4,28/02/2022
India,exhibition,total,,17,28/02/2022
India,holiday,Long-term_resident,return,14,28/02/2022
India,holiday,Long-term_visitor,arrival,45,28/02/2022
India,holiday,Short-term_resident,return,475,28/02/2022
India,holiday,Short-term_visitor,arrival,168,28/02/2022
India,holiday,total,,702,28/02/2022
India,other,Long-term_resident,departure,499,28/02/2022
India,other,Long-term_resident,return,177,28/02/2022
India,other,Long-term_visitor,arrival,457,28/02/2022
India,other,Long-term_visitor,departure,6901,28/02/2022
India,other,Settler_arrival,,1033,28/02/2022
India,other,Short-term_resident,departure,4963,28/02/2022
India,other,Short-term_resident,return,685,28/02/2022
India,other,Short-term_visitor,arrival,621,28/02/2022
India,other,Short-term_visitor,departure,1328,28/02/2022
India,other,total,,16663,28/02/2022
India,visit,Long-term_resident,return,158,28/02/2022
India,visit,Long-term_visitor,arrival,1284,28/02/2022
India,visit,Short-term_resident,return,3807,28/02/2022
India,visit,Short-term_visitor,arrival,7772,28/02/2022
India,visit,total,,13020,28/02/2022
Philippines,Long-term_resident,departure,,45,28/02/2022
Philippines,Long-term_resident,return,,83,28/02/2022
Philippines,Long-term_visitor,arrival,,1349,28/02/2022
Philippines,Long-term_visitor,departure,,537,28/02/2022
Philippines,Settler_arrival,,,543,28/02/2022
Philippines,Short-term_resident,departure,,416,28/02/2022
Philippines,Short-term_resident,return,,382,28/02/2022
Philippines,Short-term_visitor,arrival,,1688,28/02/2022
Philippines,Short-term_visitor,departure,,187,28/02/2022
Philippines,total,,,5230,28/02/2022
Philippines,business,Long-term_resident,return,1,28/02/2022
Philippines,business,Long-term_visitor,arrival,0,28/02/2022
Philippines,business,Short-term_resident,return,8,28/02/2022
Philippines,business,Short-term_visitor,arrival,21,28/02/2022
Philippines,business,total,,31,28/02/2022
Philippines,convention,Long-term_visitor,arrival,1,28/02/2022
Philippines,convention,Short-term_resident,return,2,28/02/2022
Philippines,convention,Short-term_visitor,arrival,10,28/02/2022
Philippines,convention,total,,13,28/02/2022
Philippines,education,Long-term_resident,return,9,28/02/2022
Philippines,education,Long-term_visitor,arrival,883,28/02/2022
Philippines,education,Short-term_resident,return,7,28/02/2022
Philippines,education,Short-term_visitor,arrival,187,28/02/2022
Philippines,education,total,,1086,28/02/2022
Philippines,employment,Long-term_resident,return,11,28/02/2022
Philippines,employment,Long-term_visitor,arrival,257,28/02/2022
Philippines,employment,Short-term_resident,return,76,28/02/2022
Philippines,employment,Short-term_visitor,arrival,531,28/02/2022
Philippines,employment,total,,875,28/02/2022
Philippines,exhibition,Long-term_visitor,arrival,2,28/02/2022
Philippines,exhibition,Short-term_resident,return,0,28/02/2022
Philippines,exhibition,Short-term_visitor,arrival,2,28/02/2022
Philippines,exhibition,total,,4,28/02/2022
Philippines,holiday,Long-term_resident,return,7,28/02/2022
Philippines,holiday,Long-term_visitor,arrival,3,28/02/2022
Philippines,holiday,Short-term_resident,return,65,28/02/2022
Philippines,holiday,Short-term_visitor,arrival,53,28/02/2022
Philippines,holiday,total,,128,28/02/2022
Philippines,other,Long-term_resident,departure,45,28/02/2022
Philippines,other,Long-term_resident,return,27,28/02/2022
Philippines,other,Long-term_visitor,arrival,85,28/02/2022
Philippines,other,Long-term_visitor,departure,537,28/02/2022
Philippines,other,Settler_arrival,,543,28/02/2022
Philippines,other,Short-term_resident,departure,416,28/02/2022
Philippines,other,Short-term_resident,return,48,28/02/2022
Philippines,other,Short-term_visitor,arrival,311,28/02/2022
Philippines,other,Short-term_visitor,departure,187,28/02/2022
Philippines,other,total,,2199,28/02/2022
Philippines,visit,Long-term_resident,return,28,28/02/2022
Philippines,visit,Long-term_visitor,arrival,118,28/02/2022
Philippines,visit,Short-term_resident,return,175,28/02/2022
Philippines,visit,Short-term_visitor,arrival,572,28/02/2022
Philippines,visit,total,,893,28/02/2022
Samoa,Long-term_resident,departure,,0,28/02/2022
Samoa,Long-term_resident,return,,0,28/02/2022
Samoa,Long-term_visitor,arrival,,2,28/02/2022
Samoa,Long-term_visitor,departure,,1,28/02/2022
Samoa,Settler_arrival,,,0,28/02/2022
Samoa,Short-term_resident,departure,,0,28/02/2022
Samoa,Short-term_resident,return,,0,28/02/2022
Samoa,Short-term_visitor,arrival,,5,28/02/2022
Samoa,Short-term_visitor,departure,,2,28/02/2022
Samoa,total,,,10,28/02/2022
Samoa,business,Long-term_resident,return,0,28/02/2022
Samoa,business,Long-term_visitor,arrival,0,28/02/2022
Samoa,business,Short-term_visitor,arrival,0,28/02/2022
